event_id,account_id,user_id,event_type,event_time
EVT000711,ACCT0036,USER00929,feat_B,2025-08-21T21:06:57.834381
EVT000712,ACCT0074,USER00725,login,2025-09-13T23:06:57.834381
EVT000713,ACCT0264,USER00210,api_call,2025-10-17T19:13:57.834381
EVT000714,ACCT0249,USER00191,api_call,2025-09-06T08:00:57.834381
EVT000715,ACCT0061,USER00463,api_call,2025-08-15T08:41:57.834381
EVT000716,ACCT0140,USER00712,login,2025-08-21T19:13:57.834381
EVT000717,ACCT0121,USER00008,feat_A,2025-08-16T06:59:57.834381
EVT000718,ACCT0040,USER00336,feat_A,2025-07-18T01:03:57.834381
EVT000719,ACCT0262,USER00494,login,2025-09-10T02:18:57.834381
EVT000720,ACCT0084,USER00656,feat_A,2025-06-11T11:20:57.834381
EVT000721,ACCT0291,USER00413,api_call,2025-06-04T16:49:57.834381
EVT000722,ACCT0196,USER00062,feat_B,2025-05-30T07:37:57.834381
EVT000723,ACCT0089,USER00601,login,2025-10-30T04:04:57.834381
EVT000724,ACCT0215,USER00748,login,2025-06-17T05:28:57.834381
EVT000725,ACCT0002,USER00935,feat_A,2025-11-01T16:26:57.834381
EVT000726,ACCT0255,USER00612,login,2025-06-17T05:38:57.834381
EVT000727,ACCT0186,USER00292,feat_B,2025-09-22T21:47:57.834381
EVT000728,ACCT0162,USER00522,feat_A,2025-08-19T10:01:57.834381
EVT000729,ACCT0209,USER00213,feat_A,2025-07-07T06:01:57.834381
EVT000730,ACCT0100,USER00979,feat_B,2025-09-11T17:48:57.834381
EVT000731,ACCT0025,USER00743,feat_B,2025-09-23T07:02:57.834381
EVT000732,ACCT0106,USER00989,login,2025-08-31T11:38:57.834381
EVT000733,ACCT0296,USER00689,api_call,2025-10-02T11:17:57.834381
EVT000734,ACCT0021,USER00544,login,2025-09-18T08:55:57.834381
EVT000735,ACCT0182,USER00316,login,2025-07-17T11:44:57.834381
EVT000736,ACCT0033,USER00606,api_call,2025-06-05T21:52:57.834381
EVT000737,ACCT0246,USER00650,feat_A,2025-08-16T02:52:57.834381
EVT000738,ACCT0115,USER00490,feat_B,2025-11-01T22:29:57.834381
EVT000739,ACCT0299,USER00533,api_call,2025-09-05T09:34:57.834381
EVT000740,ACCT0219,USER00765,feat_A,2025-07-12T09:28:57.834381
EVT000741,ACCT0248,USER00456,api_call,2025-09-10T01:35:57.834381
EVT000742,ACCT0151,USER00319,feat_A,2025-06-23T02:37:57.834381
EVT000743,ACCT0156,USER00580,login,2025-08-23T17:04:57.834381
EVT000744,ACCT0177,USER00509,login,2025-09-14T20:53:57.834381
EVT000745,ACCT0190,USER00251,feat_B,2025-06-18T09:23:57.834381
EVT000746,ACCT0223,USER00577,login,2025-06-09T02:23:57.834381
EVT000747,ACCT0209,USER00322,api_call,2025-09-02T19:10:57.834381
EVT000748,ACCT0299,USER00083,login,2025-08-03T05:30:57.834381
EVT000749,ACCT0043,USER00754,api_call,2025-05-22T07:39:57.834381
EVT000750,ACCT0004,USER00504,login,2025-09-04T11:05:57.834381
EVT000751,ACCT0116,USER00047,feat_A,2025-09-04T06:10:57.834381
EVT000752,ACCT0057,USER00493,feat_B,2025-07-15T05:43:57.834381
EVT000753,ACCT0133,USER00940,login,2025-06-23T07:26:57.834381
EVT000754,ACCT0092,USER00567,login,2025-10-17T16:50:57.834381
EVT000755,ACCT0195,USER00054,feat_A,2025-09-19T02:14:57.834381
EVT000756,ACCT0187,USER00251,feat_A,2025-09-16T05:02:57.834381
EVT000757,ACCT0295,USER00269,feat_B,2025-08-13T18:24:57.834381
EVT000758,ACCT0016,USER00964,feat_A,2025-11-13T09:20:57.834381
EVT000759,ACCT0013,USER00884,feat_B,2025-11-15T02:00:57.834381
EVT000760,ACCT0240,USER00038,api_call,2025-08-11T06:44:57.834381
EVT000761,ACCT0013,USER00753,feat_B,2025-08-19T23:22:57.834381
EVT000762,ACCT0247,USER00607,feat_A,2025-08-19T14:33:57.834381
EVT000763,ACCT0110,USER00322,feat_B,2025-08-19T13:20:57.834381
EVT000764,ACCT0207,USER00676,login,2025-09-24T16:29:57.834381
EVT000765,ACCT0292,USER00187,feat_A,2025-11-02T22:29:57.834381
EVT000766,ACCT0134,USER00936,api_call,2025-06-04T04:52:57.834381
EVT000767,ACCT0115,USER00846,feat_A,2025-08-05T01:52:57.834381
EVT000768,ACCT0279,USER00372,api_call,2025-10-13T20:44:57.834381
EVT000769,ACCT0061,USER00982,login,2025-08-30T21:14:57.834381
EVT000770,ACCT0123,USER00801,feat_B,2025-10-31T12:41:57.834381
EVT000771,ACCT0148,USER00120,login,2025-10-05T00:55:57.834381
EVT000772,ACCT0148,USER00455,api_call,2025-10-03T14:25:57.834381
EVT000773,ACCT0030,USER00249,api_call,2025-10-18T23:37:57.834381
EVT000774,ACCT0038,USER00851,login,2025-09-23T02:34:57.834381
EVT000775,ACCT0214,USER00115,feat_A,2025-06-29T12:15:57.834381
EVT000776,ACCT0166,USER00354,feat_B,2025-05-29T02:49:57.834381
EVT000777,ACCT0072,USER00875,feat_B,2025-11-05T15:12:57.834381
EVT000778,ACCT0018,USER00583,feat_B,2025-08-15T17:25:57.834381
EVT000779,ACCT0035,USER00864,feat_B,2025-06-07T01:42:57.834381
EVT000780,ACCT0162,USER00913,api_call,2025-06-18T19:43:57.834381
EVT000781,ACCT0206,USER00566,feat_A,2025-08-20T12:44:57.834381
EVT000782,ACCT0144,USER00033,feat_A,2025-06-05T21:18:57.834381
EVT000783,ACCT0104,USER00867,api_call,2025-08-19T07:39:57.834381
EVT000784,ACCT0237,USER00245,api_call,2025-08-04T04:27:57.834381
EVT000785,ACCT0289,USER00638,login,2025-10-28T04:13:57.834381
EVT000786,ACCT0213,USER00745,feat_A,2025-08-03T23:43:57.834381
EVT000787,ACCT0201,USER00860,feat_A,2025-09-05T17:48:57.834381
EVT000788,ACCT0132,USER00842,login,2025-08-29T17:21:57.834381
EVT000789,ACCT0246,USER00123,feat_A,2025-07-01T09:24:57.834381
EVT000790,ACCT0104,USER00940,api_call,2025-09-26T03:01:57.834381
EVT000791,ACCT0264,USER00773,api_call,2025-07-12T19:44:57.834381
EVT000792,ACCT0001,USER00494,feat_A,2025-06-17T01:35:57.834381
EVT000793,ACCT0260,USER00856,api_call,2025-09-11T23:04:57.834381
EVT000794,ACCT0002,USER00547,api_call,2025-05-21T14:50:57.834381
EVT000795,ACCT0024,USER00476,api_call,2025-06-18T21:08:57.834381
EVT000796,ACCT0086,USER00274,api_call,2025-10-31T08:02:57.834381
EVT000797,ACCT0080,USER00093,login,2025-11-06T02:27:57.834381
EVT000798,ACCT0142,USER00999,feat_A,2025-06-07T19:38:57.834381
EVT000799,ACCT0242,USER00399,login,2025-08-10T16:38:57.834381
EVT000800,ACCT0269,USER00351,api_call,2025-10-11T08:54:57.834381
EVT000801,ACCT0004,USER00875,feat_B,2025-10-15T01:22:57.834381
EVT000802,ACCT0286,USER00314,api_call,2025-06-11T17:12:57.834381
EVT000803,ACCT0121,USER00460,feat_A,2025-07-28T20:13:57.834381
EVT000804,ACCT0199,USER00409,login,2025-11-10T02:57:57.834381
EVT000805,ACCT0256,USER00600,feat_A,2025-07-09T21:33:57.834381
EVT000806,ACCT0222,USER00577,api_call,2025-07-10T22:04:57.834381
EVT000807,ACCT0043,USER00495,api_call,2025-10-01T18:20:57.834381
EVT000808,ACCT0003,USER00974,feat_A,2025-07-06T22:24:57.834381
EVT000809,ACCT0095,USER00040,login,2025-06-28T02:40:57.834381
EVT000810,ACCT0026,USER00469,login,2025-07-12T01:59:57.834381
EVT000811,ACCT0070,USER00815,login,2025-10-13T05:16:57.834381
EVT000812,ACCT0015,USER00087,login,2025-07-31T04:31:57.834381
EVT000813,ACCT0297,USER00503,feat_A,2025-08-16T17:55:57.834381
EVT000814,ACCT0026,USER00572,feat_B,2025-10-09T06:22:57.834381
EVT000815,ACCT0191,USER00355,api_call,2025-06-08T16:43:57.834381
EVT000816,ACCT0012,USER00148,login,2025-08-18T07:42:57.834381
EVT000817,ACCT0086,USER00436,api_call,2025-11-03T06:48:57.834381
EVT000818,ACCT0017,USER00122,feat_B,2025-08-19T13:28:57.834381
EVT000819,ACCT0158,USER00554,login,2025-07-14T18:08:57.834381
EVT000820,ACCT0235,USER00633,feat_A,2025-08-29T06:56:57.834381
EVT000821,ACCT0043,USER00006,feat_A,2025-09-17T06:55:57.834381
EVT000822,ACCT0057,USER00863,feat_A,2025-10-22T11:19:57.834381
EVT000823,ACCT0252,USER00428,api_call,2025-06-24T03:46:57.834381
EVT000824,ACCT0034,USER00812,api_call,2025-08-10T01:21:57.834381
EVT000825,ACCT0058,USER00652,api_call,2025-09-15T17:04:57.834381
EVT000826,ACCT0286,USER00316,feat_A,2025-06-13T10:25:57.834381
EVT000827,ACCT0267,USER00305,api_call,2025-11-14T21:00:57.834381
EVT000828,ACCT0217,USER00898,feat_B,2025-10-04T17:07:57.834381
EVT000829,ACCT0089,USER00297,feat_A,2025-06-24T02:32:57.834381
EVT000830,ACCT0111,USER00314,feat_A,2025-07-15T21:25:57.834381
EVT000831,ACCT0237,USER00945,api_call,2025-10-09T06:56:57.834381
EVT000832,ACCT0102,USER00551,login,2025-11-05T05:36:57.834381
EVT000833,ACCT0135,USER00338,feat_A,2025-07-17T04:59:57.834381
EVT000834,ACCT0235,USER00288,api_call,2025-10-11T03:19:57.834381
EVT000835,ACCT0109,USER00768,feat_B,2025-06-14T04:34:57.834381
EVT000836,ACCT0229,USER00927,feat_A,2025-07-05T12:13:57.834381
EVT000837,ACCT0215,USER00823,feat_B,2025-09-30T07:57:57.834381
EVT000838,ACCT0251,USER00220,feat_B,2025-06-02T01:07:57.834381
EVT000839,ACCT0159,USER00846,login,2025-08-08T06:28:57.834381
EVT000840,ACCT0103,USER00461,login,2025-06-13T04:53:57.834381
EVT000841,ACCT0219,USER00509,feat_A,2025-11-05T08:50:57.834381
EVT000842,ACCT0192,USER00639,feat_A,2025-06-24T01:06:57.834381
EVT000843,ACCT0064,USER00058,login,2025-09-01T07:55:57.834381
EVT000844,ACCT0058,USER00052,feat_B,2025-10-05T12:33:57.834381
EVT000845,ACCT0176,USER00799,api_call,2025-09-10T16:30:57.834381
EVT000846,ACCT0172,USER00470,api_call,2025-10-27T16:27:57.834381
EVT000847,ACCT0126,USER00218,api_call,2025-09-08T20:16:57.834381
EVT000848,ACCT0114,USER00826,feat_A,2025-08-04T03:19:57.834381
EVT000849,ACCT0066,USER00357,feat_B,2025-06-20T02:38:57.834381
EVT000850,ACCT0235,USER00412,feat_A,2025-05-31T00:23:57.834381
EVT000851,ACCT0172,USER00860,feat_A,2025-07-24T14:43:57.834381
EVT000852,ACCT0108,USER00329,feat_B,2025-06-22T08:05:57.834381
EVT000853,ACCT0089,USER00353,feat_A,2025-08-12T18:01:57.834381
EVT000854,ACCT0029,USER00083,feat_B,2025-06-27T22:07:57.834381
EVT000855,ACCT0180,USER00729,feat_B,2025-10-26T08:10:57.834381
EVT000856,ACCT0055,USER00894,login,2025-11-14T19:03:57.834381
EVT000857,ACCT0014,USER00134,api_call,2025-08-17T09:43:57.834381
EVT000858,ACCT0252,USER00151,api_call,2025-08-08T21:37:57.834381
EVT000859,ACCT0279,USER00288,feat_B,2025-08-27T16:39:57.834381
EVT000860,ACCT0015,USER00839,api_call,2025-08-21T13:11:57.834381
EVT000861,ACCT0139,USER00372,login,2025-09-21T15:45:57.834381
EVT000862,ACCT0029,USER00085,api_call,2025-09-15T23:08:57.834381
EVT000863,ACCT0005,USER00916,api_call,2025-10-14T18:18:57.834381
EVT000864,ACCT0140,USER00313,feat_A,2025-09-09T00:33:57.834381
EVT000865,ACCT0127,USER00348,feat_B,2025-10-22T00:18:57.834381
EVT000866,ACCT0246,USER00851,api_call,2025-06-05T08:18:57.834381
EVT000867,ACCT0109,USER00986,login,2025-10-04T19:21:57.834381
EVT000868,ACCT0137,USER00068,login,2025-06-28T01:46:57.834381
EVT000869,ACCT0180,USER00844,feat_A,2025-11-13T14:23:57.834381
EVT000870,ACCT0092,USER00098,login,2025-08-11T11:31:57.834381
EVT000871,ACCT0043,USER00649,login,2025-06-28T04:11:57.834381
EVT000872,ACCT0064,USER00082,feat_B,2025-06-04T15:37:57.834381
EVT000873,ACCT0143,USER00202,api_call,2025-08-01T05:38:57.834381
EVT000874,ACCT0127,USER00653,api_call,2025-06-12T18:27:57.834381
EVT000875,ACCT0294,USER00144,feat_A,2025-09-25T06:58:57.834381
EVT000876,ACCT0097,USER00818,feat_B,2025-10-16T17:05:57.834381
EVT000877,ACCT0068,USER00727,api_call,2025-08-13T18:59:57.834381
EVT000878,ACCT0299,USER00555,login,2025-08-08T06:55:57.834381
EVT000879,ACCT0024,USER00402,login,2025-08-16T21:55:57.834381
EVT000880,ACCT0147,USER00340,feat_B,2025-11-14T02:26:57.834381
EVT000881,ACCT0019,USER00788,feat_B,2025-10-06T06:42:57.834381
EVT000882,ACCT0149,USER00304,feat_B,2025-06-16T01:01:57.834381
EVT000883,ACCT0073,USER00289,feat_A,2025-05-21T06:18:57.834381
EVT000884,ACCT0242,USER00764,feat_B,2025-07-31T22:32:57.834381
EVT000885,ACCT0246,USER00504,feat_A,2025-09-12T22:53:57.834381
EVT000886,ACCT0283,USER00048,feat_A,2025-09-17T03:43:57.834381
EVT000887,ACCT0242,USER00412,login,2025-09-27T16:56:57.834381
EVT000888,ACCT0254,USER00516,feat_A,2025-10-06T07:56:57.834381
EVT000889,ACCT0273,USER00499,feat_B,2025-05-28T14:00:57.834381
EVT000890,ACCT0161,USER00893,api_call,2025-09-21T16:00:57.834381
EVT000891,ACCT0208,USER00713,login,2025-07-15T08:58:57.834381
EVT000892,ACCT0266,USER00719,feat_A,2025-09-14T16:26:57.834381
EVT000893,ACCT0248,USER00584,feat_B,2025-05-26T13:03:57.834381
EVT000894,ACCT0168,USER00691,feat_A,2025-11-07T18:54:57.834381
EVT000895,ACCT0169,USER00484,feat_B,2025-08-25T23:38:57.834381
EVT000896,ACCT0107,USER00276,login,2025-05-26T08:16:57.834381
EVT000897,ACCT0157,USER00671,api_call,2025-07-03T11:23:57.834381
EVT000898,ACCT0054,USER00302,feat_B,2025-06-10T22:01:57.834381
EVT000899,ACCT0286,USER00934,login,2025-06-08T13:00:57.834381
EVT000900,ACCT0086,USER00302,feat_B,2025-10-12T13:53:57.834381
EVT000901,ACCT0198,USER00974,feat_A,2025-11-08T06:11:57.834381
EVT000902,ACCT0133,USER00223,feat_B,2025-07-11T08:22:57.834381
EVT000903,ACCT0102,USER00224,api_call,2025-09-03T01:25:57.834381
EVT000904,ACCT0044,USER00129,feat_B,2025-08-16T22:39:57.834381
EVT000905,ACCT0192,USER00320,api_call,2025-07-22T04:32:57.834381
EVT000906,ACCT0282,USER00770,feat_B,2025-06-29T16:57:57.834381
EVT000907,ACCT0101,USER00772,feat_B,2025-09-10T21:23:57.834381
EVT000908,ACCT0120,USER00060,feat_A,2025-09-19T15:45:57.834381
EVT000909,ACCT0148,USER00805,feat_A,2025-10-06T02:30:57.834381
EVT000910,ACCT0117,USER00646,feat_B,2025-06-19T16:00:57.834381
EVT000911,ACCT0127,USER00562,api_call,2025-07-29T20:25:57.834381
EVT000912,ACCT0294,USER00090,feat_B,2025-11-07T13:42:57.834381
EVT000913,ACCT0104,USER00089,api_call,2025-09-04T10:33:57.834381
EVT000914,ACCT0054,USER00816,feat_B,2025-09-04T14:29:57.834381
EVT000915,ACCT0223,USER00289,feat_B,2025-09-26T00:48:57.834381
EVT000916,ACCT0194,USER00027,api_call,2025-09-16T22:09:57.834381
EVT000917,ACCT0043,USER00653,login,2025-09-30T07:15:57.834381
EVT000918,ACCT0218,USER00733,feat_A,2025-05-21T13:45:57.834381
EVT000919,ACCT0188,USER00247,feat_B,2025-10-17T20:38:57.834381
EVT000920,ACCT0300,USER00660,login,2025-10-04T00:52:57.834381
EVT000921,ACCT0164,USER00832,feat_A,2025-07-20T00:33:57.834381
EVT000922,ACCT0127,USER00416,feat_B,2025-09-03T03:03:57.834381
EVT000923,ACCT0233,USER00183,feat_B,2025-08-19T20:25:57.834381
EVT000924,ACCT0177,USER00433,feat_B,2025-07-10T17:13:57.834381
EVT000925,ACCT0266,USER00839,feat_B,2025-06-16T08:27:57.834381
EVT000926,ACCT0275,USER00981,feat_B,2025-06-27T08:54:57.834381
EVT000927,ACCT0265,USER00046,api_call,2025-05-22T02:10:57.834381
EVT000928,ACCT0044,USER00119,login,2025-10-17T20:51:57.834381
EVT000929,ACCT0038,USER00121,login,2025-05-26T05:57:57.834381
EVT000930,ACCT0079,USER00270,feat_B,2025-07-28T11:40:57.834381
EVT000931,ACCT0176,USER00985,api_call,2025-05-23T08:33:57.834381
EVT000932,ACCT0226,USER00160,login,2025-09-05T06:53:57.834381
EVT000933,ACCT0037,USER00692,feat_B,2025-06-18T02:50:57.834381
EVT000934,ACCT0187,USER00547,feat_A,2025-08-04T16:02:57.834381
EVT000935,ACCT0252,USER00260,feat_A,2025-09-05T23:49:57.834381
EVT000936,ACCT0030,USER00439,login,2025-10-05T09:08:57.834381
EVT000937,ACCT0209,USER00660,login,2025-09-13T18:16:57.834381
EVT000938,ACCT0291,USER00677,api_call,2025-11-09T06:22:57.834381
EVT000939,ACCT0009,USER00870,feat_B,2025-09-09T06:07:57.834381
EVT000940,ACCT0076,USER00624,feat_A,2025-05-27T02:23:57.834381
EVT000941,ACCT0017,USER00079,feat_B,2025-05-29T22:47:57.834381
EVT000942,ACCT0198,USER00926,feat_B,2025-10-29T17:04:57.834381
EVT000943,ACCT0110,USER00351,api_call,2025-10-18T08:13:57.834381
EVT000944,ACCT0209,USER00378,feat_A,2025-06-03T21:11:57.834381
EVT000945,ACCT0124,USER00371,feat_B,2025-09-06T01:29:57.834381
EVT000946,ACCT0236,USER00626,login,2025-07-19T16:00:57.834381
EVT000947,ACCT0082,USER00694,login,2025-07-05T21:34:57.834381
EVT000948,ACCT0060,USER00601,api_call,2025-09-30T02:42:57.834381
EVT000949,ACCT0170,USER00885,feat_B,2025-07-26T10:51:57.834381
EVT000950,ACCT0037,USER00216,feat_A,2025-08-13T17:15:57.834381
EVT000951,ACCT0193,USER00394,api_call,2025-07-14T16:57:57.834381
EVT000952,ACCT0268,USER00981,api_call,2025-08-26T20:14:57.834381
EVT000953,ACCT0152,USER00986,feat_A,2025-10-11T12:36:57.834381
EVT000954,ACCT0225,USER00932,feat_B,2025-10-25T10:36:57.834381
EVT000955,ACCT0193,USER00406,feat_B,2025-11-13T03:18:57.834381
EVT000956,ACCT0274,USER00639,login,2025-07-19T18:56:57.834381
EVT000957,ACCT0274,USER00050,api_call,2025-08-15T18:57:57.834381
EVT000958,ACCT0060,USER00184,feat_B,2025-05-25T22:40:57.834381
EVT000959,ACCT0234,USER00027,feat_B,2025-10-05T21:25:57.834381
EVT000960,ACCT0030,USER00006,feat_B,2025-10-26T05:56:57.834381
EVT000961,ACCT0116,USER00293,feat_B,2025-09-22T05:34:57.834381
EVT000962,ACCT0227,USER00925,login,2025-08-22T22:51:57.834381
EVT000963,ACCT0229,USER00653,login,2025-10-19T01:07:57.834381
EVT000964,ACCT0224,USER00279,login,2025-06-09T04:38:57.834381
EVT000965,ACCT0077,USER00501,feat_A,2025-09-01T22:21:57.834381
EVT000966,ACCT0202,USER00570,login,2025-08-06T12:53:57.834381
EVT000967,ACCT0155,USER00034,api_call,2025-10-19T12:16:57.834381
EVT000968,ACCT0093,USER00981,feat_A,2025-09-07T23:46:57.834381
EVT000969,ACCT0233,USER00657,api_call,2025-09-18T22:59:57.834381
EVT000970,ACCT0244,USER00912,feat_B,2025-06-09T12:42:57.834381
EVT000971,ACCT0168,USER00131,login,2025-07-01T17:32:57.834381
EVT000972,ACCT0025,USER00902,api_call,2025-08-04T23:46:57.834381
EVT000973,ACCT0073,USER00742,login,2025-06-28T02:49:57.834381
EVT000974,ACCT0042,USER00819,feat_B,2025-10-14T13:43:57.834381
EVT000975,ACCT0009,USER00663,api_call,2025-08-07T15:21:57.834381
EVT000976,ACCT0029,USER00845,api_call,2025-06-03T19:34:57.834381
EVT000977,ACCT0110,USER00659,login,2025-07-22T04:26:57.834381
EVT000978,ACCT0014,USER00982,login,2025-08-04T07:27:57.834381
EVT000979,ACCT0070,USER00180,feat_B,2025-08-03T10:15:57.834381
EVT000980,ACCT0115,USER00091,feat_B,2025-05-25T18:48:57.834381
EVT000981,ACCT0242,USER00051,feat_A,2025-06-23T09:02:57.834381
EVT000982,ACCT0096,USER00023,api_call,2025-10-30T01:38:57.834381
EVT000983,ACCT0014,USER00427,api_call,2025-09-07T18:10:57.834381
EVT000984,ACCT0044,USER00812,feat_A,2025-06-26T05:17:57.834381
EVT000985,ACCT0109,USER00633,api_call,2025-10-12T01:50:57.834381
EVT000986,ACCT0194,USER00200,feat_A,2025-09-15T06:56:57.834381
EVT000987,ACCT0286,USER00479,feat_A,2025-06-02T03:17:57.834381
EVT000988,ACCT0271,USER00832,feat_B,2025-07-12T21:42:57.834381
EVT000989,ACCT0043,USER00434,feat_A,2025-06-24T10:34:57.834381
EVT000990,ACCT0099,USER00949,feat_A,2025-09-19T15:38:57.834381
EVT000991,ACCT0261,USER00198,login,2025-10-15T00:38:57.834381
EVT000992,ACCT0281,USER00940,feat_A,2025-10-09T18:43:57.834381
EVT000993,ACCT0012,USER00819,api_call,2025-05-30T08:28:57.834381
EVT000994,ACCT0038,USER00352,login,2025-10-31T14:12:57.834381
EVT000995,ACCT0164,USER00550,feat_A,2025-11-11T20:38:57.834381
EVT000996,ACCT0182,USER00384,feat_B,2025-05-21T23:30:57.834381
EVT000997,ACCT0111,USER00325,login,2025-09-26T15:07:57.834381
EVT000998,ACCT0289,USER00101,api_call,2025-10-01T21:31:57.834381
EVT000999,ACCT0156,USER00003,feat_A,2025-10-08T13:11:57.834381
EVT001000,ACCT0228,USER00006,feat_A,2025-07-09T17:42:57.834381
EVT001001,ACCT0093,USER00653,feat_B,2025-11-14T16:17:57.834381
EVT001002,ACCT0096,USER00162,feat_A,2025-06-19T12:49:57.834381
EVT001003,ACCT0166,USER00580,login,2025-11-09T07:00:57.834381
EVT001004,ACCT0060,USER00251,login,2025-10-18T13:15:57.834381
EVT001005,ACCT0249,USER00492,api_call,2025-10-19T12:52:57.834381
EVT001006,ACCT0170,USER00963,api_call,2025-06-25T19:30:57.834381
EVT001007,ACCT0192,USER00075,login,2025-06-27T17:53:57.834381
EVT001008,ACCT0208,USER00866,login,2025-05-24T15:06:57.834381
EVT001009,ACCT0236,USER00791,login,2025-09-22T20:28:57.834381
EVT001010,ACCT0117,USER00256,feat_A,2025-06-19T04:54:57.834381
EVT001011,ACCT0038,USER00843,api_call,2025-09-22T08:57:57.834381
EVT001012,ACCT0300,USER00321,login,2025-09-11T20:16:57.834381
EVT001013,ACCT0233,USER00108,login,2025-09-12T20:12:57.834381
EVT001014,ACCT0006,USER00185,feat_A,2025-06-13T23:52:57.834381
EVT001015,ACCT0100,USER00236,feat_A,2025-08-19T09:14:57.834381
EVT001016,ACCT0127,USER00099,login,2025-10-27T12:16:57.834381
EVT001017,ACCT0234,USER00511,api_call,2025-08-04T20:20:57.834381
EVT001018,ACCT0197,USER00044,login,2025-05-25T18:44:57.834381
EVT001019,ACCT0173,USER00904,api_call,2025-09-03T09:09:57.834381
EVT001020,ACCT0170,USER00877,login,2025-10-30T17:46:57.834381
EVT001021,ACCT0221,USER00085,feat_A,2025-09-09T16:03:57.834381
EVT001022,ACCT0089,USER00518,feat_A,2025-10-11T22:25:57.834381
EVT001023,ACCT0168,USER00584,login,2025-08-31T17:00:57.834381
EVT001024,ACCT0229,USER00315,feat_B,2025-08-29T21:18:57.834381
EVT001025,ACCT0163,USER00018,feat_A,2025-07-15T22:49:57.834381
EVT001026,ACCT0036,USER00424,api_call,2025-09-18T12:19:57.834381
EVT001027,ACCT0191,USER00727,login,2025-07-03T06:44:57.834381
EVT001028,ACCT0152,USER00107,api_call,2025-08-07T04:52:57.834381
EVT001029,ACCT0227,USER00526,login,2025-06-01T14:58:57.834381
EVT001030,ACCT0275,USER00468,feat_B,2025-07-09T20:04:57.834381
EVT001031,ACCT0111,USER00979,api_call,2025-07-29T14:23:57.834381
EVT001032,ACCT0189,USER00114,feat_B,2025-11-11T08:49:57.834381
EVT001033,ACCT0033,USER00588,login,2025-10-27T07:24:57.834381
EVT001034,ACCT0188,USER00743,login,2025-08-25T13:28:57.834381
EVT001035,ACCT0276,USER00604,feat_B,2025-06-03T09:09:57.834381
EVT001036,ACCT0164,USER00158,api_call,2025-07-05T20:19:57.834381
EVT001037,ACCT0050,USER00498,login,2025-11-06T00:34:57.834381
EVT001038,ACCT0068,USER00476,api_call,2025-06-03T05:10:57.834381
EVT001039,ACCT0190,USER00490,login,2025-06-17T14:15:57.834381
EVT001040,ACCT0127,USER00070,feat_A,2025-06-30T07:06:57.834381
EVT001041,ACCT0004,USER00214,login,2025-11-09T16:33:57.834381
EVT001042,ACCT0295,USER00829,api_call,2025-10-21T18:09:57.834381
EVT001043,ACCT0296,USER00352,api_call,2025-11-02T00:19:57.834381
EVT001044,ACCT0105,USER00801,login,2025-06-24T03:30:57.834381
EVT001045,ACCT0061,USER00496,login,2025-06-18T01:09:57.834381
EVT001046,ACCT0232,USER00069,api_call,2025-08-25T01:28:57.834381
EVT001047,ACCT0260,USER00770,api_call,2025-11-05T23:52:57.834381
EVT001048,ACCT0208,USER00110,feat_A,2025-05-20T21:42:57.834381
EVT001049,ACCT0257,USER00119,feat_B,2025-06-22T06:53:57.834381
EVT001050,ACCT0144,USER00102,feat_A,2025-06-06T07:08:57.834381
EVT001051,ACCT0235,USER00118,login,2025-09-11T05:20:57.834381
EVT001052,ACCT0212,USER00177,api_call,2025-09-02T12:08:57.834381
EVT001053,ACCT0192,USER00482,login,2025-08-11T04:39:57.834381
EVT001054,ACCT0287,USER00677,api_call,2025-09-20T18:40:57.834381
EVT001055,ACCT0089,USER00539,feat_B,2025-06-29T14:15:57.834381
EVT001056,ACCT0245,USER00604,api_call,2025-10-18T16:55:57.834381
EVT001057,ACCT0075,USER00879,api_call,2025-08-28T08:29:57.834381
EVT001058,ACCT0207,USER00352,feat_A,2025-07-13T11:09:57.834381
EVT001059,ACCT0239,USER00742,login,2025-08-18T15:10:57.834381
EVT001060,ACCT0083,USER00491,api_call,2025-09-02T17:00:57.834381
EVT001061,ACCT0015,USER00273,login,2025-06-26T19:41:57.834381
EVT001062,ACCT0021,USER00336,feat_A,2025-09-01T07:46:57.834381
EVT001063,ACCT0141,USER00825,login,2025-06-14T01:28:57.834381
EVT001064,ACCT0203,USER00550,feat_A,2025-08-13T07:59:57.834381
EVT001065,ACCT0210,USER00896,feat_A,2025-08-21T05:58:57.834381
EVT001066,ACCT0119,USER00977,login,2025-10-21T22:42:57.834381
EVT001067,ACCT0058,USER00178,login,2025-05-26T20:27:57.834381
EVT001068,ACCT0245,USER00045,api_call,2025-06-21T19:09:57.834381
EVT001069,ACCT0148,USER00447,api_call,2025-10-30T08:41:57.834381
EVT001070,ACCT0209,USER00701,login,2025-10-18T22:57:57.834381
EVT001071,ACCT0046,USER00805,feat_A,2025-09-23T07:22:57.834381
EVT001072,ACCT0149,USER00856,feat_B,2025-08-05T00:33:57.834381
EVT001073,ACCT0232,USER00402,feat_A,2025-10-05T13:39:57.834381
EVT001074,ACCT0070,USER00185,api_call,2025-08-20T00:19:57.834381
EVT001075,ACCT0283,USER00399,login,2025-07-06T20:02:57.834381
EVT001076,ACCT0161,USER00900,feat_B,2025-09-03T17:39:57.834381
EVT001077,ACCT0169,USER00410,api_call,2025-05-23T03:09:57.834381
EVT001078,ACCT0004,USER00335,api_call,2025-07-20T16:56:57.834381
